V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('r', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('t', 'Q', 'A', 'u'); T_star:[('B', 'D')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('C', 't'), ('D', 't'), ('r', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('C', 'A', 'u', 'D', 'Q'); T_star:[('B', 'A')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('C', 't'), ('D', 't'), ('r', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('C', 'A', 'u', 'D', 'Q'); T_star:[('B', 'C')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('C', 't'), ('D', 't'), ('r', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('C', 'A', 'u', 'D', 'Q'); T_star:[('B', 'D')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('r', 'u'), ('P', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('t', 'Q', 'A', 'P'); T_star:[('B', 'A')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('r', 'u'), ('P', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('t', 'Q', 'A', 'P'); T_star:[('B', 'C')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('r', 'u'), ('P', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('t', 'Q', 'A', 'P'); T_star:[('B', 'D')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('C', 't'), ('D', 't'), ('r', 'u'), ('P', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('C', 'A', 'P', 'D', 'Q'); T_star:[('B', 'A')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('C', 't'), ('D', 't'), ('r', 'u'), ('P', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('C', 'A', 'P', 'D', 'Q'); T_star:[('B', 'C')]
V_star:['B']; S_minus:[('A', 's'), ('s', 'r'), ('r', 't'), ('C', 't'), ('D', 't'), ('r', 'u'), ('P', 'u'), ('Q', 'u'), ('B', 's')]; S_plus:('C', 'A', 'P', 'D', 'Q'); T_star:[('B', 'D')]
V_star:['A', 'B']; S_minus:[('s', 'r'), ('r', 't'), ('r', 'u'), ('B', 's'), ('A', 's')]; S_plus:('t', 'u'); T_star:[('A', 'B'), ('A', 'C')]
